T,P,mole_frac_benzene,mole_frac_toluene,enth_mol,entr_mol,h_benzene,h_toluene,s_benzene,s_toluene
671.982,237549.0,0.6798597969037579,0.32014020309624214,1.0,1.0,1.0,1.0,1.0,1.0
443.3475,85828.0,0.4541517517816638,0.5458482482183362,1.0,1.0,1.0,1.0,1.0,1.0
618.9634,81163.0,0.43206027140103587,0.5679397285989641,1.0,1.0,1.0,1.0,1.0,1.0
486.2767,832148.0,0.6254938924541913,0.3745061075458087,1.0,1.0,1.0,1.0,1.0,1.0
319.666,364641.0,0.24043718869443387,0.7595628113055661,1.0,1.0,1.0,1.0,1.0,1.0
371.6041,547268.0,0.4658574105384451,0.5341425894615549,1.0,1.0,1.0,1.0,1.0,1.0
240.2882,219185.0,0.3911645214139927,0.6088354785860073,1.0,1.0,1.0,1.0,1.0,1.0
544.2936,307522.0,0.47090811050824105,0.5290918894917589,1.0,1.0,1.0,1.0,1.0,1.0
435.2745,287854.0,0.7334960536261954,0.2665039463738046,1.0,1.0,1.0,1.0,1.0,1.0
222.4007,256086.0,0.7153727911018783,0.28462720889812165,1.0,1.0,1.0,1.0,1.0,1.0
329.3788,798123.0,0.3037698556820826,0.6962301443179174,1.0,1.0,1.0,1.0,1.0,1.0
330.197,534530.0,0.5000654753360287,0.49993452466397126,1.0,1.0,1.0,1.0,1.0,1.0
579.3779,29214.0,0.7779178323874378,0.22208216761256216,1.0,1.0,1.0,1.0,1.0,1.0
630.5122,127077.0,0.24875240586505296,0.751247594134947,1.0,1.0,1.0,1.0,1.0,1.0
393.9224,49833.0,0.5019922994360976,0.4980077005639024,1.0,1.0,1.0,1.0,1.0,1.0
437.9863,216648.0,0.7539047823657967,0.24609521763420328,1.0,1.0,1.0,1.0,1.0,1.0
196.6387,362484.0,0.6422933893957907,0.3577066106042093,1.0,1.0,1.0,1.0,1.0,1.0
497.7672,858087.0,0.4125513110386644,0.5874486889613356,1.0,1.0,1.0,1.0,1.0,1.0
642.9856,410337.0,0.600246508791981,0.39975349120801895,1.0,1.0,1.0,1.0,1.0,1.0
603.0563,769095.0,0.786131843313518,0.21386815668648196,1.0,1.0,1.0,1.0,1.0,1.0
635.5175,366747.0,0.6454461154648851,0.35455388453511494,1.0,1.0,1.0,1.0,1.0,1.0
568.9254,145577.0,0.49649660968565545,0.5035033903143445,1.0,1.0,1.0,1.0,1.0,1.0
426.6065,77383.0,0.7748240576137018,0.22517594238629823,1.0,1.0,1.0,1.0,1.0,1.0
636.2426,664356.0,0.4820785533934656,0.5179214466065344,1.0,1.0,1.0,1.0,1.0,1.0
637.1941,420836.0,0.41791199207500024,0.5820880079249997,1.0,1.0,1.0,1.0,1.0,1.0
284.734,602753.0,0.7490023429608839,0.25099765703911614,1.0,1.0,1.0,1.0,1.0,1.0
197.7198,403111.0,0.27375870645835737,0.7262412935416427,1.0,1.0,1.0,1.0,1.0,1.0
402.6753,223444.0,0.6856150253046913,0.3143849746953087,1.0,1.0,1.0,1.0,1.0,1.0
425.1,453739.0,0.6289294905886329,0.3710705094113671,1.0,1.0,1.0,1.0,1.0,1.0
388.0574,606343.0,0.7229824543500889,0.2770175456499111,1.0,1.0,1.0,1.0,1.0,1.0
349.8237,45135.0,0.28430245113738867,0.7156975488626114,1.0,1.0,1.0,1.0,1.0,1.0
439.2865,266827.0,0.37138893944886475,0.6286110605511352,1.0,1.0,1.0,1.0,1.0,1.0
283.2475,479826.0,0.7717184259199463,0.22828157408005367,1.0,1.0,1.0,1.0,1.0,1.0
229.4841,137122.0,0.7083203497086505,0.29167965029134946,1.0,1.0,1.0,1.0,1.0,1.0
419.2328,334176.0,0.5661492360446656,0.4338507639553344,1.0,1.0,1.0,1.0,1.0,1.0
581.0498,271293.0,0.7531086033858168,0.24689139661418325,1.0,1.0,1.0,1.0,1.0,1.0
518.715,450244.0,0.47083337865469244,0.5291666213453076,1.0,1.0,1.0,1.0,1.0,1.0
445.5953,741131.0,0.451203670162961,0.5487963298370391,1.0,1.0,1.0,1.0,1.0,1.0
567.3619,881243.0,0.3835058598059068,0.6164941401940932,1.0,1.0,1.0,1.0,1.0,1.0
582.28,397799.0,0.48427362746724156,0.5157263725327584,1.0,1.0,1.0,1.0,1.0,1.0
505.784,249158.0,0.48563000245919147,0.5143699975408085,1.0,1.0,1.0,1.0,1.0,1.0
292.5748,455953.0,0.7926525137721023,0.20734748622789767,1.0,1.0,1.0,1.0,1.0,1.0
614.8842,494596.0,0.5819251475999343,0.4180748524000657,1.0,1.0,1.0,1.0,1.0,1.0
657.6458,57316.0,0.47802429651381767,0.5219757034861823,1.0,1.0,1.0,1.0,1.0,1.0
619.6657,111316.0,0.62594969212619,0.37405030787381,1.0,1.0,1.0,1.0,1.0,1.0
447.2415,90956.0,0.3379402539456441,0.6620597460543559,1.0,1.0,1.0,1.0,1.0,1.0
543.1246,159698.0,0.4146325899311074,0.5853674100688926,1.0,1.0,1.0,1.0,1.0,1.0
326.7796,536641.0,0.2092625543362906,0.7907374456637094,1.0,1.0,1.0,1.0,1.0,1.0
647.8657,812721.0,0.3802336364275475,0.6197663635724525,1.0,1.0,1.0,1.0,1.0,1.0
304.5463,180541.0,0.2376412012347251,0.7623587987652749,1.0,1.0,1.0,1.0,1.0,1.0
373.7328,263866.0,0.49333233070705435,0.5066676692929457,1.0,1.0,1.0,1.0,1.0,1.0
369.9862,824341.0,0.6394598405138778,0.36054015948612217,1.0,1.0,1.0,1.0,1.0,1.0
458.4783,59503.0,0.7956832756447825,0.20431672435521753,1.0,1.0,1.0,1.0,1.0,1.0
194.8934,755159.0,0.3203649533569266,0.6796350466430734,1.0,1.0,1.0,1.0,1.0,1.0
476.6496,68013.0,0.34372364618810197,0.6562763538118981,1.0,1.0,1.0,1.0,1.0,1.0
647.5882,745422.0,0.5385372841983741,0.4614627158016259,1.0,1.0,1.0,1.0,1.0,1.0
195.383,753234.0,0.6631507223965158,0.33684927760348415,1.0,1.0,1.0,1.0,1.0,1.0
401.5914,854648.0,0.2527338319709262,0.7472661680290738,1.0,1.0,1.0,1.0,1.0,1.0
488.4356,305474.0,0.6731036099793586,0.3268963900206414,1.0,1.0,1.0,1.0,1.0,1.0
282.787,37195.0,0.2775748993863657,0.7224251006136343,1.0,1.0,1.0,1.0,1.0,1.0
356.9639,45450.0,0.3525685381849849,0.6474314618150151,1.0,1.0,1.0,1.0,1.0,1.0
523.5205,774125.0,0.22979192505877477,0.7702080749412252,1.0,1.0,1.0,1.0,1.0,1.0
623.0196,547114.0,0.30171026243220145,0.6982897375677986,1.0,1.0,1.0,1.0,1.0,1.0
517.9444,148933.0,0.23111997433762935,0.7688800256623707,1.0,1.0,1.0,1.0,1.0,1.0
482.7028,591010.0,0.615228254492392,0.38477174550760795,1.0,1.0,1.0,1.0,1.0,1.0
545.2202,768055.0,0.3659497656963353,0.6340502343036647,1.0,1.0,1.0,1.0,1.0,1.0
238.3142,23558.0,0.5648883817104193,0.43511161828958067,1.0,1.0,1.0,1.0,1.0,1.0
595.0569,50929.0,0.23552736109587935,0.7644726389041206,1.0,1.0,1.0,1.0,1.0,1.0
202.6335,683159.0,0.2793971636617899,0.7206028363382101,1.0,1.0,1.0,1.0,1.0,1.0
195.3467,158322.0,0.5060891373815326,0.4939108626184674,1.0,1.0,1.0,1.0,1.0,1.0
468.852,218332.0,0.6685395463778092,0.3314604536221908,1.0,1.0,1.0,1.0,1.0,1.0
359.1049,895410.0,0.21029230415995684,0.7897076958400432,1.0,1.0,1.0,1.0,1.0,1.0
212.5955,179871.0,0.26403649978514915,0.7359635002148508,1.0,1.0,1.0,1.0,1.0,1.0
484.4338,640545.0,0.4605228848495791,0.539477115150421,1.0,1.0,1.0,1.0,1.0,1.0
535.4445,670679.0,0.45461501924649195,0.545384980753508,1.0,1.0,1.0,1.0,1.0,1.0
371.5622,780195.0,0.4018031521570481,0.5981968478429519,1.0,1.0,1.0,1.0,1.0,1.0
219.6364,106114.0,0.6241367447589874,0.3758632552410126,1.0,1.0,1.0,1.0,1.0,1.0
217.9416,467165.0,0.7105241971109153,0.2894758028890847,1.0,1.0,1.0,1.0,1.0,1.0
214.8469,319111.0,0.36908270967077894,0.6309172903292211,1.0,1.0,1.0,1.0,1.0,1.0
255.2724,855813.0,0.7118618748014414,0.28813812519855864,1.0,1.0,1.0,1.0,1.0,1.0
658.6859,11493.0,0.5682169482776653,0.43178305172233467,1.0,1.0,1.0,1.0,1.0,1.0
288.6184,873161.0,0.6796444159050634,0.3203555840949366,1.0,1.0,1.0,1.0,1.0,1.0
430.6834,213628.0,0.25829721597643396,0.741702784023566,1.0,1.0,1.0,1.0,1.0,1.0
565.8973,633401.0,0.5756775611311423,0.4243224388688577,1.0,1.0,1.0,1.0,1.0,1.0
210.0237,298370.0,0.26748087008278415,0.7325191299172158,1.0,1.0,1.0,1.0,1.0,1.0
400.982,417644.0,0.5315284772046314,0.46847152279536863,1.0,1.0,1.0,1.0,1.0,1.0
282.5098,49763.0,0.5976444706125004,0.40235552938749963,1.0,1.0,1.0,1.0,1.0,1.0
316.4103,708069.0,0.676445118266358,0.323554881733642,1.0,1.0,1.0,1.0,1.0,1.0
267.1255,370572.0,0.4811184761386084,0.5188815238613915,1.0,1.0,1.0,1.0,1.0,1.0
355.894,543555.0,0.39703026468107594,0.6029697353189241,1.0,1.0,1.0,1.0,1.0,1.0
488.5023,76698.0,0.6357626863049362,0.36423731369506385,1.0,1.0,1.0,1.0,1.0,1.0
544.497,196850.0,0.4031563330974556,0.5968436669025444,1.0,1.0,1.0,1.0,1.0,1.0
243.9783,511641.0,0.6591292010182245,0.3408707989817755,1.0,1.0,1.0,1.0,1.0,1.0
296.8284,648221.0,0.6812602580258627,0.31873974197413735,1.0,1.0,1.0,1.0,1.0,1.0
455.9693,545532.0,0.2184177641646386,0.7815822358353615,1.0,1.0,1.0,1.0,1.0,1.0
428.352,796820.0,0.24193596942547332,0.7580640305745266,1.0,1.0,1.0,1.0,1.0,1.0
390.4258,400237.0,0.6747006128555273,0.3252993871444727,1.0,1.0,1.0,1.0,1.0,1.0
273.8556,128827.0,0.5800325605530601,0.4199674394469399,1.0,1.0,1.0,1.0,1.0,1.0
452.6444,606919.0,0.2393572743474155,0.7606427256525845,1.0,1.0,1.0,1.0,1.0,1.0
640.638,657926.0,0.36391507347655594,0.6360849265234441,1.0,1.0,1.0,1.0,1.0,1.0
246.8488,79462.0,0.7218119440214592,0.2781880559785408,1.0,1.0,1.0,1.0,1.0,1.0
614.0648,754384.0,0.5775948153054111,0.4224051846945889,1.0,1.0,1.0,1.0,1.0,1.0
403.8527,375082.0,0.6243257149892603,0.37567428501073974,1.0,1.0,1.0,1.0,1.0,1.0
546.9596,893256.0,0.7694814561024002,0.23051854389759985,1.0,1.0,1.0,1.0,1.0,1.0
305.7542,469821.0,0.38590505865128233,0.6140949413487177,1.0,1.0,1.0,1.0,1.0,1.0
527.6181,408674.0,0.7257404115004669,0.27425958849953314,1.0,1.0,1.0,1.0,1.0,1.0
402.0666,349068.0,0.6508573235599907,0.3491426764400093,1.0,1.0,1.0,1.0,1.0,1.0
358.181,668814.0,0.31188529374262847,0.6881147062573716,1.0,1.0,1.0,1.0,1.0,1.0
629.6942,851836.0,0.246299625570284,0.7537003744297159,1.0,1.0,1.0,1.0,1.0,1.0
586.3769,280605.0,0.2415418021388282,0.7584581978611717,1.0,1.0,1.0,1.0,1.0,1.0
435.7916,837161.0,0.7883316612769768,0.21166833872302315,1.0,1.0,1.0,1.0,1.0,1.0
667.4284,277968.0,0.47203605771338425,0.5279639422866158,1.0,1.0,1.0,1.0,1.0,1.0
324.3066,724838.0,0.3974134933327106,0.6025865066672894,1.0,1.0,1.0,1.0,1.0,1.0
559.5263,825908.0,0.7833528688799245,0.2166471311200755,1.0,1.0,1.0,1.0,1.0,1.0
201.068,310584.0,0.3415556214111021,0.6584443785888979,1.0,1.0,1.0,1.0,1.0,1.0
609.0328,828309.0,0.3071652667067638,0.6928347332932362,1.0,1.0,1.0,1.0,1.0,1.0
505.0495,60574.0,0.7254716533660597,0.2745283466339403,1.0,1.0,1.0,1.0,1.0,1.0
455.6595,305596.0,0.2976359014488151,0.702364098551185,1.0,1.0,1.0,1.0,1.0,1.0
640.4431,553676.0,0.7609943821822007,0.23900561781779928,1.0,1.0,1.0,1.0,1.0,1.0
241.9613,791607.0,0.689048718136734,0.31095128186326604,1.0,1.0,1.0,1.0,1.0,1.0
402.3393,305306.0,0.3955351800821658,0.6044648199178342,1.0,1.0,1.0,1.0,1.0,1.0
638.8167,701869.0,0.36391095807235463,0.6360890419276454,1.0,1.0,1.0,1.0,1.0,1.0
612.9518,657541.0,0.7972371798744955,0.2027628201255045,1.0,1.0,1.0,1.0,1.0,1.0
486.9526,154013.0,0.7652775261734801,0.2347224738265199,1.0,1.0,1.0,1.0,1.0,1.0
633.3624,371348.0,0.39355637320567927,0.6064436267943207,1.0,1.0,1.0,1.0,1.0,1.0
445.8531,713573.0,0.7483626961506837,0.25163730384931626,1.0,1.0,1.0,1.0,1.0,1.0
619.5353,249189.0,0.7623331651431826,0.2376668348568174,1.0,1.0,1.0,1.0,1.0,1.0
481.6163,364021.0,0.5440504190675551,0.45594958093244486,1.0,1.0,1.0,1.0,1.0,1.0
651.8493,821939.0,0.4420927077433898,0.5579072922566102,1.0,1.0,1.0,1.0,1.0,1.0
256.4836,233462.0,0.7150817766061353,0.28491822339386474,1.0,1.0,1.0,1.0,1.0,1.0
527.6479,628053.0,0.47272638562053926,0.5272736143794607,1.0,1.0,1.0,1.0,1.0,1.0
448.3084,613213.0,0.45039981100394044,0.5496001889960596,1.0,1.0,1.0,1.0,1.0,1.0
459.2531,139526.0,0.3749429950887076,0.6250570049112925,1.0,1.0,1.0,1.0,1.0,1.0
222.9193,787545.0,0.36848170509872025,0.6315182949012798,1.0,1.0,1.0,1.0,1.0,1.0
550.0015,161845.0,0.7504150480909428,0.24958495190905716,1.0,1.0,1.0,1.0,1.0,1.0
395.7236,716943.0,0.22917956165629094,0.7708204383437091,1.0,1.0,1.0,1.0,1.0,1.0
326.4232,617304.0,0.23635337568654585,0.7636466243134541,1.0,1.0,1.0,1.0,1.0,1.0
282.4493,501742.0,0.33951366023657825,0.6604863397634217,1.0,1.0,1.0,1.0,1.0,1.0
355.393,525629.0,0.6926576931501249,0.30734230684987507,1.0,1.0,1.0,1.0,1.0,1.0
366.8591,612241.0,0.41430060444005723,0.5856993955599428,1.0,1.0,1.0,1.0,1.0,1.0
401.6412,56058.0,0.444635892005653,0.555364107994347,1.0,1.0,1.0,1.0,1.0,1.0
443.1922,868433.0,0.4438928484685234,0.5561071515314766,1.0,1.0,1.0,1.0,1.0,1.0
224.4107,118909.0,0.32825714257831295,0.671742857421687,1.0,1.0,1.0,1.0,1.0,1.0
305.7093,273834.0,0.38852881381737536,0.6114711861826246,1.0,1.0,1.0,1.0,1.0,1.0
437.3641,400339.0,0.6812819524889031,0.3187180475110969,1.0,1.0,1.0,1.0,1.0,1.0
221.123,899087.0,0.676230893486663,0.323769106513337,1.0,1.0,1.0,1.0,1.0,1.0
536.6389,231422.0,0.7990771071550833,0.2009228928449167,1.0,1.0,1.0,1.0,1.0,1.0
569.6359,186456.0,0.27597411475779354,0.7240258852422065,1.0,1.0,1.0,1.0,1.0,1.0
235.166,860233.0,0.6186361157874053,0.3813638842125947,1.0,1.0,1.0,1.0,1.0,1.0
663.6304,345207.0,0.3618022491731645,0.6381977508268355,1.0,1.0,1.0,1.0,1.0,1.0
512.5016,345125.0,0.7381646387102094,0.26183536128979057,1.0,1.0,1.0,1.0,1.0,1.0
204.4192,869826.0,0.3449941433644957,0.6550058566355044,1.0,1.0,1.0,1.0,1.0,1.0
486.2506,460061.0,0.3627636073939379,0.637236392606062,1.0,1.0,1.0,1.0,1.0,1.0
419.126,492744.0,0.6882480254966706,0.31175197450332937,1.0,1.0,1.0,1.0,1.0,1.0
597.7161,237663.0,0.23803866519670358,0.7619613348032964,1.0,1.0,1.0,1.0,1.0,1.0
